iyear,imonth,iday,provstate,city,latitude,longitude,location,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,target1,gname,nkill,nwound,scite1
2009,5,12,Federally Administered Tribal Areas,Ali Masjid,34.02097,71.267703,,3,Bombing/Explosion,,,A primary school,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""One School Damaged in IED Attack by Taliban in Jamrud, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, December 22, 2009."
2009,5,13,North-West Frontier Province,Bannu,32.984995,70.606944,"In Ibrahim Mumshkhel area of Bannu, North West Frontier, Pakistan.",3,Bombing/Explosion,,,A government girls' primary school,Tehrik-i-Taliban Pakistan (TTP),0,0,"Daily Times, ""Girls� School Blown up in Bannu,"" Daily Times, May 14, 2009, http://www.dailytimes.com.pk/default.asp?page=2009\05\14\story_14-5-2009_pg7_38."
2009,5,14,Balochistan,Chaman,30.929589,66.468052,,3,Bombing/Explosion,,,The Madrassa Ashraful Aloom Manchika,Unknown,0,0,"Jane's intelligence, ""Explosive Device Damages Madrassa in Pakistan's Balochistan,"" Terrorism Watch Report, May 15, 2009."
2009,5,14,Federally Administered Tribal Areas,Darra Adam Khel,33.694214,71.496152,"In in the Akhorwal area of Darra Adam Khel, North West Frontier, Pakistan.",3,Bombing/Explosion,,,A school building,Unknown,0,0,"Jane's intelligence, ""Unidentified Militants Partially Destroy School in Pakistan's Darra Adam Khel,"" Terrorism Watch Report,, May 15, 2009."
2009,5,14,Federally Administered Tribal Areas,Lakaro,34.574856,71.276081,In the Lakkaro area of Mohmand.,3,Bombing/Explosion,,,A college,Unknown,0,0,"Jane's intelligence, ""Pro-Taliban Militants Blow up College in Pakistan's Mohmand Agency,"" Terrorism Watch Report, May 18, 2009."
2009,5,15,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,In the Ambar area of Mohmand.,3,Bombing/Explosion,,,A health clinic,Unknown,0,0,"Jane's intelligence, ""Pro-Taliban Militants Blow up Public Buildings in Pakistan's Mohmand Agency,"" Terrorism Watch Report, May 18, 2009."
2009,5,16,North-West Frontier Province,Peshawar,34.009667,71.579994,In the main Saddar Bazaar in Peshawar.,3,Bombing/Explosion,,,A cosmetics and garment shop in a market in the main Saddar Bazaar,Unknown,0,6,"National Counterterrorism Center, ""Four Civilians, Two Children Injured in IED Attack in Peshwar, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System (January 04, 2010)."
2009,5,19,North-West Frontier Province,Swat district,35.079406,72.428758,,3,Bombing/Explosion,6,Hostage Taking (Kidnapping),The house of Awami National Party MPA Shamsher Khan,Unknown,0,0,"Daily Times, ""MPA�s House Blown up, Kin Abducted,"" Daily Times, May 19, 2009, http://www.dailytimes.com.pk/default.asp?page=2009\05\19\story_19-5-2009_pg1_7."
2009,5,19,North-West Frontier Province,Peshawar,34.009667,71.579994,In the Bacha Garhi area of Peshawar.,3,Bombing/Explosion,,,An abandoned police post,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""One Police Post Destroyed in IED Attack by Suspected Taliban Near Peshawar, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System (November 19, 2009)."
2009,5,20,Balochistan,Loti,28.958596,69.393981,,3,Bombing/Explosion,,,A gas pipeline,Baloch Liberation Army (BLA),0,0,"South Asia Terrorism Portal, ""Gas Pipeline Blown up in Balochistan,"" http://www.satp.org/satporgtp/detailed_news.asp?date1=5/21/2009#10 (May 21, 2009)."
2009,5,21,Balochistan,Dera Bugti,29.033333,69.15,,3,Bombing/Explosion,,,A medical clinic,Unknown,0,1,"Jane's intelligence, ""Grenade Attack Wounds Civilian in Pakistan's Balochistan,"" Terrororism Watch Report, May 22, 2009."
2009,5,21,Balochistan,Pasni,25.263734,63.468582,,3,Bombing/Explosion,,,A hair salon,Unknown,0,5,"South Asia Terrorism Portal, ""Five Persons Injured in Bomb Blast in Balochistan,"" http://satp.org/satporgtp/detailed_news.asp?date1=5/22/2009#7 (May 22, 2009)."
2009,5,25,North-West Frontier Province,Hangu,33.533541,71.057467,Shahidkhel area,3,Bombing/Explosion,,,A girls' school,Tehrik-i-Taliban Pakistan (TTP),0,0,"Daily Times, ""Taliban Blow up Girls� School in Hangu,"" http://www.dailytimes.com.pk/default.asp?page=2009\05\26\story_26-5-2009_pg7_6 (May 26, 2009)."
2009,5,26,North-West Frontier Province,Peshawar,34.009667,71.579994,,3,Bombing/Explosion,,,A CD shop,Tehrik-i-Taliban Pakistan (TTP),0,0,"South Asia Terrorism Portal, �Taliban Bomb CD Shop, Police Post And School in NWFP,"" http://www.satp.org/satporgtp/detailed_news.asp?date1=5/26/2009#6 (May 26, 2009)."
2009,5,29,North-West Frontier Province,Kohat,33.583401,71.433219,,3,Bombing/Explosion,,,A music shop,Unknown,0,1,"National Counterterrorism Center, ""One Child Injured in IED Attack in Kohat, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, January 5, 2010."
2009,6,1,Federally Administered Tribal Areas,Lakaro,34.574856,71.276081,"In the Shewafarash area of Lakro sub-division in Mohmand, Federally Administered Tribal Areas, Pakistan.",3,Bombing/Explosion,,,A girls' school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"South Asia Terrorism Patrol, ""Militants Blow Up Girls� School In Mohmand Agency,"" http://www.satp.org/satporgtp/detailed_news.asp?date1=6/2/2009#5 (June 02, 2009)."
2009,6,1,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,,3,Bombing/Explosion,,,A boys primary school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"South Asia Terrorism Patrol, ""Militants Blow Up Girls� School In Mohmand Agency,"" http://www.satp.org/satporgtp/detailed_news.asp?date1=6/2/2009#5 (June 02, 2009)."
2009,6,1,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,,3,Bombing/Explosion,,,A girls middle school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"South Asia Terrorism Patrol, ""Militants Blow Up Girls� School In Mohmand Agency,"" http://www.satp.org/satporgtp/detailed_news.asp?date1=6/2/2009#5 (June 02, 2009)."
2009,6,2,North-West Frontier Province,Shangla district,34.793956,72.775814,,3,Bombing/Explosion,,,Civilians,Unknown,0,3,"Janes Intelligence, ""Mortar Attack Wounds Children in Pakistan's Shangla,"" Terrorism Watch Report, June 03, 2009."
2009,6,3,Federally Administered Tribal Areas,Wana,32.301964,69.590665,,3,Bombing/Explosion,,,A government operated hospital was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""ONE HOSPITAL DAMAGED IN IED ATTACK IN WANA, FEDERALLY ADMINISTERED TRIBAL AREAS, PAKISTAN,"" Worldwide Incidents Tracking System, November 16, 2009."
2009,6,4,North-West Frontier Province,Peshawar,34.009667,71.579994,,3,Bombing/Explosion,,,A girls high school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"Janes Intelligence, ""Pro-Taliban Militants Blow Up School In Pakistan's NWFP,"" Terrorism Watch Report, June 05, 2009."
2009,6,5,Sindh,Karachi,24.893379,67.028061,,3,Bombing/Explosion,,,A member of Pakistan's national parliament,Balochistan Liberation United Front (BLUF),0,4,"Xinhua News Agency, ""Pakistani MP Injured In Parcel Bomb Blast In Karachi,"" http://news.xinhuanet.com/english/2009-06/05/content_11493519.htm (June 05, 2009)."
2009,6,7,North-West Frontier Province,Dera Ismail Khan,31.82851,70.907234,"In a shop near a Sunni Muslim Mosque in Dera Ismail Khan, North West Frontier.",3,Bombing/Explosion,,,Civilians near a shop in Dera Ismail Khan,Unknown,0,4,"Daily Times, ""Three Killed, Nine Injured in DIK Sectarian Violence,"" http://www.dailytimes.com.pk/default.asp?page=2009\06\08\story_8-6-2009_pg1_10 (June 08, 2009)."
2009,6,7,Federally Administered Tribal Areas,Darra Adam Khel,33.694214,71.496152,"The bombing took place in the Shira area, Darra Adam Khel, Pakistan.",3,Bombing/Explosion,,,A government school in Darra Adam Khel,Tehrik-i-Taliban Pakistan (TTP),0,0,"Daily Times,""School Blown Up in Darra Adamkhel,"" http://www.dailytimes.com.pk/default.asp?page=2009\06\08\story_8-6-2009_pg1_7 (June 08, 2009)."
2009,6,8,Balochistan,Quetta,30.182125,67.000517,,3,Bombing/Explosion,,,The targets of the attack were civilians in Quetta.,Unknown,0,6,"Jane's Intelligence,�Grenade Attack Injures Civilians in Pakistan's Quetta,� Terrorism Watch Report, June 09, 2009."
2009,6,8,North-West Frontier Province,Peshawar,34.009667,71.579994,"In the Garhi Atta Muhammad, Peshawar, Northwest Frontier.",3,Bombing/Explosion,,,A music shop in Peshawar,Unknown,0,0,"Jane's Intelligence,�Unidentified Militants Blow up Music Shop in Pakistan's Peshawar,� Terrorism Watch Report, June 09, 2009."
2009,6,9,North-West Frontier Province,Dera Ismail Khan,31.82851,70.907234,,3,Bombing/Explosion,,,A police rescue vehicle,Unknown,0,8,"National Counterterrorism Center, �Five Police Officers, Three Civilians Injured in IED Attack in Dera Ismail Khan, NorthWest Frontier, Pakistan,� Worldwide Incidents Tracking System, November 18, 2009."
2009,6,10,Balochistan,Mastung,29.799248,66.84749,,3,Bombing/Explosion,,,An electrical tower,Unknown,0,0,"National Counterterrorism Center, ""One Electrical Tower Damaged in IED Attack near Mastung, Balochistan, Pakistan,� Worldwide Incidents Tracking System, November 18, 2009."
2009,6,11,North-West Frontier Province,Dera Ismail Khan,31.82851,70.907234,,3,Bombing/Explosion,,,Civilians,Unknown,0,21,"National Counterterrorism Center,�Eight Civilians Wounded in Grenade Attack in Dera Ismail Khan, North-West Frontier, Pakistan,� Worldwide Incidents Tracking System, November 16, 2009."
2009,6,12,Punjab,Hasilpur,29.696578,72.5537,"In Hasilpur region, Bahawalpur district, Punjab, Pakistan.",3,Bombing/Explosion,,,The army was the initial target.,Unknown,0,7,"Jane's Intelligence, ""Toy Bomb Injures Civilians in Pakistan's Punjab,"" Terrorism Watch Report, June 15, 2009."
2009,6,12,Punjab,Bahawalpur,29.395681,71.676924,"In Bahawalpur, Punjab, Pakistan.",3,Bombing/Explosion,,,Train tracks,Unknown,0,3,"National Counterterrorism Center, ""Several People Wounded in IED Attack in Bahawalpur, Punjab, Pakistan,"" Worldwide Incidents Tracking System, Novemeber 16, 2009."
2009,6,16,Balochistan,Quetta,30.182125,67.000517,,3,Bombing/Explosion,,,A juice shop,Baloch Republican Army (BRA),0,4,"Xinhua News Agency, ""Several Injured in Blast in SW Pakistan,"" http://news.xinhuanet.com/english/2009-06/16/content_11551343.htm (June 16, 2009)."
2009,6,17,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,"On Ambar Road, in Pandiali, Mohmand, Federally Administered Tribal Areas, Pakistan.",3,Bombing/Explosion,,,A bridge,Unknown,0,0,"National Counterterrorism Center, ""One Bridge Damaged in IED Attack in Mohmand, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, November 17, 2009."
2009,6,17,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,"In Sagi area, Pandiali, Mohmand, Federally Administered Tribal Areas, Pakistan.",3,Bombing/Explosion,,,A health center,Unknown,0,0,"National Counterterrorism Center, ""One Building Damaged in IED Attack in Mohmand, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, November 17, 2009."
2009,6,18,Balochistan,Sui district,28.630806,69.186259,"In Jaud, Sui, Balochistan, Pakistan.",3,Bombing/Explosion,,,A gas pipeline in Sui,Unknown,0,0,"National Counterterrorism Center, ""One Gas Pipeline Destroyed in IED attack in Sui, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, November 17, 2009."
2009,6,19,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,"In Mamond, Bajaur, Pakistan.",3,Bombing/Explosion,,,A boys' degree college,Tehrik-i-Taliban Pakistan (TTP),0,0,"Press TV, ""Bajaur Schools Destroyed by Taliban,"" http://www.presstv.ir/detail.aspx?id=98544&sectionid=351020401 (June 20, 2009)."
2009,6,19,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,,3,Bombing/Explosion,,,Two boys' schools,Tehrik-i-Taliban Pakistan (TTP),0,0,"Press TV, ""Bajaur Schools Destroyed by Taliban,"" http://www.presstv.ir/detail.aspx?id=98544&sectionid=351020401 (June 20, 2009)."
2009,6,19,North-West Frontier Province,Bakka Khel,32.955168,70.505028,,3,Bombing/Explosion,,,An airstrip is targeted.,Unknown,0,0,"National Counterterrorism Center, ""One Airstrip Damaged in Rocket Attack in Bakka Khel, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, November 18, 2009."
2009,6,20,Federally Administered Tribal Areas,Landi Kotal,34.1167788,71.1665154,"In Khuga Khel Shinwari, Landi Kotal, Federally Administered Tribal Areas, Pakistan.",3,Bombing/Explosion,,,A governmental installation,Unknown,0,5,"National Counterterrorism Center, ""Two Civilians, Three Children Wounded in Armed Attack in Landi Kotal, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, November 18, 2009."
2009,6,22,North-West Frontier Province,Peshawar,34.009667,71.579994,In Mashogagar village,3,Bombing/Explosion,,,A primary school for girls,Unknown,0,2,"National Counterterrorism Center, ""Two Civilians Injured in IED Attack in Peshawar, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, November 18, 2009."
2009,6,22,North-West Frontier Province,Peshawar,34.009667,71.579994,,3,Bombing/Explosion,,,A girls school,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""One School Damaged in IED Attack near Peshawar, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, November 18, 2009."
2009,6,22,Federally Administered Tribal Areas,Khar,34.735879,71.525833,"In Chaqwari area of Khar, Bajaur, Federally Administered Tribal Areas, Pakistan.",3,Bombing/Explosion,,,A girls primary school,Unknown,0,0,"National Counterterrorism Center, ""One School Damaged in IED Attack in Khar, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, November 18, 2009."
2009,6,24,Balochistan,Khuzdar,27.80451,66.614133,,3,Bombing/Explosion,,,A cell phone tower,Unknown,0,0,"National Counterterrorism Center, ""One Cell Phone Tower, Several Residences and Shops Damaged in IED Attack in Khuzdar, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, November 17, 2009."
2009,6,25,Federally Administered Tribal Areas,South Waziristan district,32.320237,69.859741,"In Shin Warsak area of South Waziristan, Federally Administered Tribal Areas, Pakistan.",3,Bombing/Explosion,,,A girl's high school,Unknown,0,0,"National Counterterrorism Center, ""One School Damaged in IED Attack by Suspected Taliban in South Waziristan, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, November 17, 2009."
2009,6,26,North-West Frontier Province,Peshawar,34.009667,71.579994,"In Mattni Village, near Peshawar, North West Frontier Province, Pakistan.",3,Bombing/Explosion,,,A community model elementary girls' school,Unknown,0,0,"Press TV, ""Pakistani Extremists Attack More Schools,"" http://www.presstv.ir/detail.aspx?id=99106&sectionid=351020401 (June 26, 2009)."
2009,6,26,Balochistan,Mach,29.866252,67.329963,"In the outskirts of Mach town in Balochistan, Pakistan.",3,Bombing/Explosion,,,A railway track,Unknown,0,0,"National Counterterrorism Center, ""One Railroad Track Damaged in IED Attack Near Mach, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, November 17, 2009."
2009,6,26,Federally Administered Tribal Areas,Landi Kotal,34.1167788,71.1665154,,3,Bombing/Explosion,,,Civilians in a market place,Tehrik-i-Taliban Pakistan (TTP),0,9,"National Counterterrorism Center, ""Two Children Killed, Twelve Civilians Wounded in Mortar Attack by Suspected Taliban in Landi Kotal, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, November 17, 2009."
2009,6,26,North-West Frontier Province,Mattani,33.796424,71.560013,"In Mattani, North-West Frontier, Pakistan.",3,Bombing/Explosion,5,Hostage Taking (Barricade Incident),The target was a girl's school.,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""One Security Guard Held Hostage in IED Attack by Suspected Taliban in Matanni, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, November 18, 2009."
2009,6,28,Balochistan,Gwadar,25.129902,62.323222,,3,Bombing/Explosion,,,A tailor shop,Unknown,0,3,"National Counterterrorism Center, ""Three Civilians Injured in Grenade Attack in Gwadar, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, November 18, 2009."
2009,6,28,Balochistan,Gwadar,25.129902,62.323222,,3,Bombing/Explosion,,,The office of the Gwadar Development Authority was the target.,Unknown,0,0,"National Counterterrorism Center, ""Government Office Targeted in IED Attack in Gwadar, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, November 19, 2009."
2009,6,29,North-West Frontier Province,Buner district,34.396497,72.615832,,3,Bombing/Explosion,,,Civilians,Unknown,0,8,"National Counterterrorism Center, ""Thirteen IDPs, Three Soldiers, Two Police Officers Injured in IED Explosion in Buner, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, November 19, 2009."
2009,6,30,Sindh,Karachi,24.893379,67.028061,,3,Bombing/Explosion,,,Target of this attack was a civilian.,Unknown,0,1,"Geo Television Network, ""Child Hurt in Karachi Blast,"" http://www.geo.tv/6-30-2009/45128.htm (June 30, 2009)."
2009,6,30,North-West Frontier Province,Buner district,34.396497,72.615832,"At a traffic police post in Buner, North West Frontier, Pakistan.",3,Bombing/Explosion,,,A traffic police post was targeted in the attack.,Unknown,0,4,"National Counterterrorism Center, ""Two Police Officers, Two Civilians Injured in IED Attack in Buner, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, November 19, 2009."
2009,7,1,Federally Administered Tribal Areas,Khar,34.735879,71.525833,"At a primary school in Khar, Federally Administered Tribal Areas, Pakistan.",3,Bombing/Explosion,,,A primary school,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""One School Damaged in IED Attack by Suspected Taliban in Khar, Federally Administered Tribal Areas, Pakistan."" Worldwide Incidents Tracking System, January 7, 2010."
2009,7,2,Balochistan,Quetta,30.182125,67.000517,"At a residence in Quetta, Balochistan, Pakistan.",3,Bombing/Explosion,,,A residence,Unknown,0,1,"National Counterterrorism Center, ""One Civilian Wounded in Grenade Attack in Sariab, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, November 17, 2009."
2009,7,4,Balochistan,Quetta,30.182125,67.000517,"The incident took place at the house of Ghulam Muhammad located in Saryab Mill Colony in Quetta, Balochistan, Pakistan.",3,Bombing/Explosion,,,A house,Unknown,0,2,"National Counterterrorism Center, ""Two Children Wounded in Grenade Attack in Quetta, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, January 08, 2009."
2009,7,9,Balochistan,Sibi,29.545888,67.875896,"At a shop on Liaquat Road at Sibi Bazaar, some 160 kilometers east of provincial capital Quetta.",3,Bombing/Explosion,,,The target of the attack was the Sibi Bazaar.,Unknown,0,9,"National Counterterrorism Center, ""Nine Civilians Injured in IED Attack in Sibi, Balochistan, Pakistan,"" Worldwide Incidents Tracking System (January 11, 2010)."
2009,7,9,North-West Frontier Province,Pir Baba,34.572787,72.437461,"In Pir Baba, Buner, North West Frontier Province, Pakistan.",3,Bombing/Explosion,,,The residence of a journalist,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""One Residence Destroyed in IED Attack by Suspected Taliban in Buner, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, January 11, 2010."
2009,7,10,North-West Frontier Province,Bannu,32.984995,70.606944,In Mazang,3,Bombing/Explosion,,,A bridge,Unknown,0,0,"National Counterterrorism Center, ""One Bridge Destroyed in IED Attack in Bannu, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, January 11, 2010."
2009,7,11,Federally Administered Tribal Areas,South Waziristan district,32.320237,69.859741,,3,Bombing/Explosion,,,A civilian vehicle,Unknown,0,1,"National Counterterrorism Center, ""One Civilian Wounded in IED Attack in South Waziristan, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, January 11, 2010."
2009,7,13,Balochistan,Dera Bugti,29.033333,69.15,,3,Bombing/Explosion,,,A gas pipeline,Unknown,0,0,"National Counterterrorism Center, ""One Gas Pipeline Damaged in IED Attack in Dera Bugti, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, January 11, 2010."
2009,7,15,North-West Frontier Province,Peshawar,34.009667,71.579994,,3,Bombing/Explosion,,,The rockets were fired into the city.,Tehrik-i-Taliban Pakistan (TTP),0,4,"National Counterterrorism Center, �Two Children, Two Civilians Wounded in Rocket Attack by Suspected Taliban in Peshawar,� Worldwide Incidents Tracking System, January 06, 2010."
2009,7,17,Federally Administered Tribal Areas,Landi Kotal,34.1167788,71.1665154,"In on the Pakistan-Afghanistan Highway in Landi Kotal, Federally Administered Tribal Areas.",3,Bombing/Explosion,,,"A tanker in Shekwal, Landikotal",Tehrik-i-Taliban Pakistan (TTP),0,1,"satp.org: South Asia Terrorism Portal, ""Civilian Killed in Attack on NATO Supply Tankers in Khyber Agency,"" http://www.satp.org/satporgtp/detailed_news3.asp?date3=2009%2F7%2F18&image2.x=3&image2.y=7 ( July 17, 2009)."
2009,7,21,Balochistan,Quetta,30.182125,67.000517,"In Muddasir Market in Quetta, Balochistan.",3,Bombing/Explosion,,,Civilians in the Muddasir Market,Unknown,0,4,"National Counterterrorism Center, �Four Civilians Wounded in Grenade Attack in Quetta, Balochistan, Pakistan,� Worldwide Incidents Tracking System, January 07, 2010."
2009,7,21,Balochistan,Khuzdar,27.80451,66.614133,,3,Bombing/Explosion,,,A post office,Unknown,0,6,"National Counterterrorism Center, �Six Civilians Wounded in VBIED Attack in Khuzdar, Balochistan, Pakistan,� Worldwide Incidents Tracking System, January 07, 2010."
2009,7,21,Balochistan,Sui,28.630806,69.186259,,3,Bombing/Explosion,,,The target was a gas pipeline.,Unknown,0,0,"National Counterterrorism Center, �One Gas Pipeline Damaged in IED Attack in Sui, Balochistan, Pakistan,� Worldwide Incidents Tracking System, January, 2010."
2009,7,22,Balochistan,Gwadar,25.129902,62.323222,In Gawadar.,3,Bombing/Explosion,,,The target in the attack was the under-construction police station.,Unknown,0,0,"National Counterterrorism Center, ""One Police Station Damaged in IED Attack in Gwadar, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, January 07, 2010."
2009,7,22,Balochistan,Quetta,30.182125,67.000517,"In the Liaqat Bazaar, in Quetta, Balochistan.",3,Bombing/Explosion,,,Assailants detonated an IED targeting a shop.,Baloch Republican Army (BRA),0,3,"National Counterterrorism Center, ""Three Civilians Wounded in IED Attack by BRA in Quetta, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, January 07, 2010."
2009,7,23,North-West Frontier Province,Mardan,34.195475,72.047455,,3,Bombing/Explosion,6,Hostage Taking (Kidnapping),Market area was targeted in Mardan,Unknown,0,0,"National Counterterrorism Center, �Several Security Guyards Held Hostage in IED Attack in Mardan, North West Frontier, Pakistan,� Worldwide Incidents Tracking System, January 07, 2010"
2009,7,23,Sindh,Khairpur,27.528896,68.759819,,3,Bombing/Explosion,,,The IED targeted a gas pipeline.,Unknown,0,0,"National Counterterrorism Center, �One Gas Pipeline Damaged in IED Attack in Khairpur, Sindh, Pakistan,� Worldwide Incidents Tracking System, January 07, 2010."
2009,7,26,Balochistan,Sui,28.630806,69.186259,,3,Bombing/Explosion,,,The IED targeted a gas pipeline.,Unknown,0,0,"National Counterterrorism Center, �One Gas Pipeline Damaged in IED Attack in Dera Bugti, Balochistan, Pakistan,� Worldwide Incidents Tracking System, January 11, 2010."
2009,7,28,Balochistan,Quetta,30.182125,67.000517,,3,Bombing/Explosion,,,A power pylon,Unknown,0,0,"National Counterterrorism Center, ""One Power Pylon Damaged in Improvised Explosive Device Attack in Quetta, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, January 5, 2010."
2009,8,1,Balochistan,Turbat,26.004167,63.060556,,3,Bombing/Explosion,,,Tehsil Municipal Administration offices,Unknown,0,0,"Pakistan Newswire (Pakistan), ""Bomb Explosion in Turbat,"" LexisNexis Academic, Pakistan Newswire (Pakistan), August 1, 2009."
2009,8,2,Balochistan,Khuzdar,27.80451,66.614133,,3,Bombing/Explosion,,,The target of the bombing was a bridge.,Unknown,0,0,"Pakistan Newswire (Pakistan), ""Explosion Under a Bridge Along RCD Highway,"" LexisNexis Academic, Pakistan Newswire (Pakistan), August 3, 2009."
2009,8,2,North-West Frontier Province,Balakot,34.548842,73.35012,"In a market in Balakot, Mansehra.",3,Bombing/Explosion,,,The target of the bombing was civilians.,Unknown,0,5,"National Counterterrorism Center, ""Five Civilian Wounded in IED Attack in Balakot, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, January 11, 2010."
2009,8,6,North-West Frontier Province,Zaimdara,35.0124326,71.7901182,"In Zaimdara, Maidan.",3,Bombing/Explosion,,,The target of the attack was a Government Higher Secondary School.,Unknown,0,0,"Hindustan Times (Delhi, India), ""Fresh Militant Attacks on Schools Dismiss Pak Army's Successful Anti-Taliban Offensive Claim,"" LexisNexis Academic, Hindustan Times (Delhi, India), August 8, 2009."
2009,8,6,North-West Frontier Province,Zaimdara,35.0124326,71.7901182,"In Zaimdara, Maidan.",3,Bombing/Explosion,,,The target of the attack was a Government Primary School.,Unknown,0,0,"Hindustan Times (Delhi, India), ""Fresh Militant Attacks on Schools Dismiss Pak Army's Successful Anti-Taliban Offensive Claim,"" LexisNexis Academic, Hindustan Times (Delhi, India), August 8, 2009."
2009,8,7,North-West Frontier Province,Peshawar,34.009667,71.579994,,3,Bombing/Explosion,,,A Frontier Corps official's house,Unknown,0,0,"Daily Times (Lahore, Pakistan), ""Airbase, FC Official's House Attacked with Rockets,"" LexisNexis Academic, Daily Times, August 8, 2009."
2009,8,8,North-West Frontier Province,Charsadda,34.148181,71.730028,"In Pir Qala, Charsadda.",3,Bombing/Explosion,,,A school,Unknown,0,6,"National Counterterrorism Center, ""Five Students, One Civilian Injured in IED Attack in Charsadda, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, January 12, 2010."
2009,8,12,Balochistan,Dera Allah Yar,28.36995,68.345008,,3,Bombing/Explosion,,,The target of the attack was two electricity towers.,Unknown,0,0,"Pakistan Newswire, ""Tower Blown Near DAY,"" Lexisnexis Academic, Pakistan Newswire, August 16, 2009."
2009,8,13,Balochistan,Barkhan,29.897578,69.524224,,3,Bombing/Explosion,,,The target of the attack was the town.,Unknown,0,1,"Pakistan Newswire,""Rockets Fired in Barkhan,"" LexisNexis Academic, Pakistan Newswire, August 29, 2009."
2009,8,13,North-West Frontier Province,Ublan Bairuni,32.182222,70.928889,"At a refugee camp in Ublan Bairuni, North-West Frontier, Pakistan.",3,Bombing/Explosion,,,A refugee vamp was targeted in the attack.,Unknown,0,11,"Associated Press Worldstream, �Two Killed in Rocket Attack in Northwest Pakistan,� LexisNexis Academic, Associated Press Worldstream, August 11, 2009."
2009,8,14,Balochistan,Awaran,26.457506,65.2315,,3,Bombing/Explosion,,,A government office building,Unknown,0,0,"Pakistan Newswire,""Judicial Magistrate Mashkays Office Attacked,"" LexisNexis Academic, Pakistan Newswire, August 15, 2009."
2009,8,14,North-West Frontier Province,Peshawar,34.009667,71.579994,,3,Bombing/Explosion,,,Civilians,Unknown,0,0,"National Counterterrorism Center, ""One Power Line, One Residence Damaged in Rocket Attack in Peshawar, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, January 12, 2010."
2009,8,14,Balochistan,Kohlu,29.673863,68.715498,"The attack took place by electrical power lines in Kohlu, Balochistan, Pakistan.",3,Bombing/Explosion,,,Electrical power lines were the targets of the attacks.,Unknown,0,0,"Jane's Intelligence,""Militants Destroy Electricity Tower in Pakistan's Balochistan,"" Terroism Watch Report, August 17, 2009."
